name,type,set_name,set_code,set_rarity
Snipe Hunter,Effect Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN265,Common (C)
Snipe Hunter,Effect Monster,Rise of the Dragon Lords Structure Deck,SDRL-EN018,Common (C)
Snow Dragon,Effect Monster,Abyss Rising,ABYR-EN094,Common (C)
Snow Plow Hustle Rustle,Effect Monster,Dragons of Legend: The Complete Series,DLCS-EN138,Common (C)
Snow Plow Hustle Rustle,Effect Monster,Dragons of Legend: Unleashed,DRL3-EN071,Ultra Rare (UR)
Snow Plow Hustle Rustle,Effect Monster,Legendary Duelists: Sisters of the Rose,LED4-EN041,Common (C)
Snow Plow Hustle Rustle,Effect Monster,Structure Deck: Mechanized Madness,SR10-EN015,Common (C)
Snow Plow Hustle Rustle,Effect Monster,Yu-Gi-Oh! ZEXAL World Duel Carnival promotional cards,ZDC1-EN001,Ultra Rare (UR)
Snowdrop the Rikka Fairy,Effect Monster,Secret Slayers,SESL-EN019,Super Rare (SR)
Snowdust Dragon,Effect Monster,Abyss Rising,ABYR-EN093,Common (C)
Snowdust Giant,XYZ Monster,Abyss Rising,ABYR-EN049,Rare (R)
Snowman Creator,Effect Monster,Abyss Rising,ABYR-EN029,Common (C)
Snowman Eater,Effect Monster,Battle Pack: Epic Dawn,BP01-EN064,Common (C)
Snowman Eater,Effect Monster,Battle Pack: Epic Dawn,BP01-EN064,Starfoil Rare (SFR)
Snowman Eater,Effect Monster,Raging Battle,RGBT-EN094,Rare (R)
Snowman Eater,Effect Monster,Realm of the Sea Emperor Structure Deck,SDRE-EN016,Common (C)
Snowman Eater,Effect Monster,Turbo Pack: Booster Five,TU05-EN003,Super Rare (SR)
Snowman Eater,Effect Monster,Yu-Gi-Oh! Advent Calendar (2018),AC18-EN008,Super Rare (SR)
Snowman Effect,Trap Card,Dark Neostorm,DANE-EN079,Common (C)
"Snoww, Unlight of Dark World",Effect Monster,Gates of the Underworld Structure Deck,SDGU-EN002,Super Rare (SR)
"Snoww, Unlight of Dark World",Effect Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN248,Secret Rare (ScR)
Snyffus,Tuner Monster,The Shining Darkness,TSHD-EN083,Secret Rare (ScR)
Soaring Eagle Above the Searing Land,Tuner Monster,Duel Terminal 5a,DT05-EN023,Duel Terminal Rare Parallel Rare (DRPR)
Soaring Eagle Above the Searing Land,Tuner Monster,Hidden Arsenal 5: Steelswarm Invasion,HA05-EN008,Super Rare (SR)
Sogen,Spell Card,Legend of Blue Eyes White Dragon,LOB-049,Common (C)
Sogen,Spell Card,Legend of Blue Eyes White Dragon,LOB-E038,Common (C)
Sogen,Spell Card,Legend of Blue Eyes White Dragon,LOB-EN049,Common (C)
Sogen,Spell Card,Speed Duel Starter Decks: Duelists of Tomorrow,SS02-ENB14,Common (C)
Sogen,Spell Card,Starter Deck: Kaiba,SDK-045,Common (C)
Sogen,Spell Card,Starter Deck: Kaiba,SDK-E042,Common (C)
Soitsu,Normal Monster,Cybernetic Revolution,CRV-EN002,Common (C)
Soitsu,Normal Monster,Dark Revelation Volume 4,DR04-EN002,Common (C)
Solar Flare Dragon,Effect Monster,Ancient Sanctuary,AST-032,Common (C)
Solar Flare Dragon,Effect Monster,Dark Revelation Volume 2,DR2-EN144,Common (C)
Solar Flare Dragon,Effect Monster,Gold Series,GLD1-EN019,Common (C)
Solar Flare Dragon,Effect Monster,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN254,Super Rare (SR)
Solar Flare Dragon,Effect Monster,Structure Deck: Blaze of Destruction,SD3-EN008,Common (C)
Solar Ray,Trap Card,Ancient Sanctuary,AST-051,Common (C)
Solar Ray,Trap Card,Dark Revelation Volume 2,DR2-EN163,Common (C)
Solar Recharge,Spell Card,Ancient Prophecy: Special Edition,ANPR-ENSE1,Super Rare (SR)
Solar Recharge,Spell Card,Battles of Legend: Light's Revenge,BLLR-EN045,Ultra Rare (UR)
Solar Recharge,Spell Card,Light of Destruction,LODT-EN052,Ultimate Rare (UtR)
Solar Recharge,Spell Card,Light of Destruction,LODT-EN052,Ultra Rare (UR)
Solar Recharge,Spell Card,Premium Gold,PGLD-EN046,Gold Rare (GUR)
Solar Recharge,Spell Card,Realm of Light Structure Deck,SDLI-EN026,Common (C)
Solar Wind Jammer,Effect Monster,Abyss Rising,ABYR-EN011,Common (C)
Solar Wind Jammer,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN116,Common (C)
Solar Wind Jammer,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN116,Mosaic Rare (MSR)
Solar Wind Jammer,Effect Monster,Cyber Dragon Revolution Structure Deck,SDCR-EN013,Common (C)
Soldier Dragons,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN121,Common (C)
Soldier Dragons,Effect Monster,Circuit Break,CIBR-EN032,Common (C)
Soldier Gaia The Fierce Knight,Effect Monster,Rise of the Duelist,ROTD-EN004,Super Rare (SR)
Solemn Authority,Trap Card,Legendary Collection 5D's Mega Pack,LC5D-EN197,Common (C)
Solemn Authority,Trap Card,Legendary Hero Decks,LEHD-ENB29,Common (C)
Solemn Authority,Trap Card,Storm of Ragnarok,STOR-EN067,Common (C)
Solemn Judgment,Trap Card,Battle Pack: Epic Dawn,BP01-EN047,Rare (R)
Solemn Judgment,Trap Card,Battle Pack: Epic Dawn,BP01-EN047,Starfoil Rare (SFR)
Solemn Judgment,Trap Card,Battles of Legend: Relentless Revenge,BLRR-EN100,Ultra Rare (UR)
Solemn Judgment,Trap Card,Champion Pack: Game One,CP01-EN008,Rare (R)
Solemn Judgment,Trap Card,Dark Beginning 2,DB2-EN073,Super Rare (SR)
Solemn Judgment,Trap Card,Dark Legends,DLG1-EN046,Super Rare (SR)
Solemn Judgment,Trap Card,Gold Series 2009,GLD2-EN044,Gold Rare (GUR)
Solemn Judgment,Trap Card,Gold Series: Haunted Mine,GLD5-EN045,Ghost/Gold Rare (GGR)
Solemn Judgment,Trap Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN152,Secret Rare (ScR)
Solemn Judgment,Trap Card,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN182,Secret Rare (ScR)
Solemn Judgment,Trap Card,Lost Sanctuary Structure Deck,SDLS-EN038,Common (C)
Solemn Judgment,Trap Card,Maximum Gold,MAGO-EN???,Premium Gold Rare 
Solemn Judgment,Trap Card,Metal Raiders,MRD-127,Ultra Rare (UR)
Solemn Judgment,Trap Card,Metal Raiders,MRD-E127,Ultra Rare (UR)
Solemn Judgment,Trap Card,Metal Raiders,MRD-EN127,Ultra Rare (UR)
Solemn Judgment,Trap Card,OTS Tournament Pack 12,OP12-EN003,Ultimate Rare (UtR)
Solemn Judgment,Trap Card,OTS Tournament Pack 12 (POR),OP12-PT003,Ultimate Rare (UtR)
Solemn Judgment,Trap Card,Retro Pack,RP01-EN045,Super Rare (SR)
Solemn Judgment,Trap Card,Secret Slayers,SESL-EN045,Super Rare (SR)
Solemn Judgment,Trap Card,The Lost Art Promotion N,LART-EN014,Ultra Rare (UR)
Solemn Scolding,Trap Card,2015 Mega-Tin Mega Pack,MP15-EN186,Secret Rare (ScR)
Solemn Scolding,Trap Card,The New Challengers,NECH-EN079,Secret Rare (ScR)
Solemn Strike,Trap Card,2016 Mega-Tin Mega Pack,MP16-EN231,Secret Rare (ScR)
Solemn Strike,Trap Card,Battles of Legend: Relentless Revenge,BLRR-EN102,Ultra Rare (UR)
Solemn Strike,Trap Card,Breakers of Shadow,BOSH-EN079,Secret Rare (ScR)
Solemn Strike,Trap Card,Code of the Duelist Special Edition,COTD-ENSE2,Super Rare (SR)
Solemn Strike,Trap Card,Duel Devastator,DUDE-EN055,Ultra Rare (UR)
Solemn Strike,Trap Card,OTS Tournament Pack 4,OP04-EN003,Ultimate Rare (UtR)
Solemn Strike,Trap Card,Structure Deck: Mechanized Madness,SR10-EN039,Common (C)
Solemn Warning,Trap Card,Collectible Tins 2011 Wave 2,CT08-EN015,Super Rare (SR)
Solemn Warning,Trap Card,Duelist League 18 participation cards,DL18-EN019,Rare (R)
Solemn Warning,Trap Card,Duelist Revolution,DREV-EN077,Ultimate Rare (UtR)
Solemn Warning,Trap Card,Duelist Revolution,DREV-EN077,Ultra Rare (UR)
Solemn Warning,Trap Card,Duelist Saga,DUSA-EN085,Ultra Rare (UR)
Solemn Warning,Trap Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN301,Common (C)
Solemn Warning,Trap Card,Noble Knights of the Round Table Box Set,NKRT-EN035,Platinum Rare (PIR)
Solemn Warning,Trap Card,Premium Gold: Return of the Bling,PGL2-EN068,Gold Rare (GUR)
Solemn Warning,Trap Card,Structure Deck: Spirit Charmers,SDCH-EN036,Common (C)
Solemn Warning,Trap Card,Structure Deck: Wave of Light,SR05-EN037,Common (C)
Solemn Warning,Trap Card,Synchron Extreme Structure Deck,SDSE-EN039,Common (C)
Solemn Wishes,Trap Card,Dark Beginning 1,DB1-EN174,Common (C)
Solemn Wishes,Trap Card,Pharaoh's Servant,PSV-055,Short Print (SP)
Solemn Wishes,Trap Card,Pharaoh's Servant,PSV-E055,Short Print (SP)
Solemn Wishes,Trap Card,Pharaoh's Servant,PSV-EN055,Short Print (SP)
Solidarity,Spell Card,Ancient Prophecy,ANPR-EN054,Rare (R)
Solidarity,Spell Card,Duelist League 15 participation cards,DL15-EN016,Rare (R)
Solidarity,Spell Card,Lost Sanctuary Structure Deck,SDLS-EN031,Common (C)
Solidarity,Spell Card,Machina Mayhem Structure Deck,SDMM-EN030,Common (C)
Solitaire Magician,Effect Monster,Stardust Overdrive,SOVR-EN013,Common (C)
Solitary Sword of Poison,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN123,Common (C)
Solitary Sword of Poison,Spell Card,Cybernetic Horizon,CYHO-EN065,Common (C)
Solitude,Normal Monster,,,
Solo the Melodious Songstress,Effect Monster,2016 Mega-Tin Mega Pack,MP16-EN183,Common (C)
Solo the Melodious Songstress,Effect Monster,Breakers of Shadow,BOSH-EN012,Common (C)
Solo the Melodious Songstress,Effect Monster,Star Pack Battle Royal,SP17-EN030,Common (C)
Solo the Melodious Songstress,Effect Monster,Star Pack Battle Royal,SP17-EN030,Starfoil Rare (SFR)
Solomon's Lawbook,Trap Card,Pharaoh's Servant,PSV-013,Common (C)
Solomon's Lawbook,Trap Card,Pharaoh's Servant,PSV-E013,Common (C)
Solomon's Lawbook,Trap Card,Pharaoh's Servant,PSV-EN013,Common (C)
Some Summer Summoner,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN192,Rare (R)
Some Summer Summoner,Link Monster,Soul Fusion,SOFU-EN049,Super Rare (SR)
Sonata the Melodious Diva,Effect Monster,2015 Mega-Tin Mega Pack,MP15-EN071,Common (C)
Sonata the Melodious Diva,Effect Monster,Duelist Alliance,DUEA-EN015,Common (C)
Sonic Bird,Effect Monster,Dark Beginning 1,DB1-EN056,Common (C)
Sonic Bird,Effect Monster,Dark Legends,DLG1-EN076,Common (C)
Sonic Bird,Effect Monster,Duel Terminal 5b,DT05-EN052,Duel Terminal Normal Parallel (DNPR)
Sonic Bird,Effect Monster,Duel Terminal 5b,DT05-EN052,Duel Terminal Normal Parallel Rare (DNPR)
Sonic Bird,Effect Monster,Gold Series,GLD1-EN002,Common (C)
Sonic Bird,Effect Monster,Magic Ruler,MRL-093,Common (C)
Sonic Bird,Effect Monster,Magic Ruler,MRL-E093,Common (C)
Sonic Bird,Effect Monster,Retro Pack,RP01-EN075,Common (C)
Sonic Bird,Effect Monster,Speed Duel Starter Decks: Match of the Millennium,SS04-ENB14,Common (C)
Sonic Bird,Effect Monster,Speed Duel: Attack from the Deep,SBAD-EN011,Ultra Rare (UR)
Sonic Bird,Effect Monster,Spell Ruler,SRL-093,Common (C)
Sonic Bird,Effect Monster,Spell Ruler,SRL-EN093,Common (C)
Sonic Bird,Effect Monster,Starter Deck: Pegasus,SDP-011,Common (C)
Sonic Bird,Effect Monster,Starter Deck: Yugi Evolution,SYE-021,Common (C)
Sonic Boom,Trap Card,2014 Mega-Tin Mega Pack,MP14-EN109,Common (C)
Sonic Boom,Trap Card,Judgment of the Light,JOTL-EN076,Common (C)
Sonic Chick,Effect Monster,Duelist Pack: Yusei 3,DP10-EN001,Common (C)
Sonic Chick,Effect Monster,Legendary Collection 5D's Mega Pack,LC5D-EN001,Common (C)
Sonic Chick,Effect Monster,Starter Deck: Yu-Gi-Oh! 5D's,5DS1-EN010,Common (C)
Sonic Chick,Effect Monster,Starter Deck: Yu-Gi-Oh! 5D's 2009,5DS2-EN017,Common (C)
Sonic Duck,Normal Monster,Dark Revelation Volume 1,DR1-EN112,Common (C)
Sonic Duck,Normal Monster,Demo Deck 2015,DEM2-EN009,Common (C)
Sonic Duck,Normal Monster,Magician's Force,MFC-057,Common (C)
Sonic Duck,Normal Monster,Speed Duel: Attack from the Deep,SBAD-EN036,Common (C)
Sonic Duck,Normal Monster,Starter Deck: Jaden Yuki,YSDJ-EN004,Common (C)
Sonic Duck,Normal Monster,Structure Deck: Lord of the Storm,SD8-EN003,Common (C)
Sonic Jammer,Flip Effect Monster,Ancient Sanctuary,AST-021,Common (C)
Sonic Jammer,Flip Effect Monster,Dark Revelation Volume 2,DR2-EN133,Common (C)
Sonic Maid,Normal Monster,Tournament Pack: 2nd Season,TP2-012,Rare (R)
Sonic Shooter,Effect Monster,Speed Duel Starter Decks: Duelists of Tomorrow,SS02-ENC09,Common (C)
Sonic Shooter,Effect Monster,Structure Deck: Lord of the Storm,SD8-EN002,Common (C)
Sonic Stun,Trap Card,Battles of Legend: Hero's Revenge,BLHR-EN026,Ultra Rare (UR)
Sonic Warrior,Effect Monster,Lord of the Tachyon Galaxy,LTGY-EN090,Common (C)
Sonic Warrior,Effect Monster,Synchron Extreme Structure Deck,SDSE-EN012,Common (C)
"Sophia, Goddess of Rebirth",Effect Monster,Duel Terminal 7b,DT07-EN079,Duel Terminal Ultra Parallel Rare (DUPR)
"Sophia, Goddess of Rebirth",Effect Monster,Hidden Arsenal 7: Knight of Stars,HA07-EN055,Secret Rare (ScR)
Soprano the Melodious Songstress,Effect Monster,2016 Mega-Tin Mega Pack,MP16-EN009,Common (C)
Soprano the Melodious Songstress,Effect Monster,Crossed Souls,CROS-EN010,Common (C)
Soprano the Melodious Songstress,Effect Monster,Star Pack Battle Royal,SP17-EN013,Common (C)
Soprano the Melodious Songstress,Effect Monster,Star Pack Battle Royal,SP17-EN013,Starfoil Rare (SFR)
Sorcerer of Dark Magic,Effect Monster,Duelist Pack: Yugi,DPYG-EN010,Super Rare (SR)
Sorcerer of Dark Magic,Effect Monster,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN029,Common (C)
Sorcerer of Dark Magic,Effect Monster,Movie Pack,MOV-EN002,Common (C)
Sorcerer of the Doomed,Normal Monster,Starter Deck: Yugi,SDY-038,Common (C)
Sorcerer of the Doomed,Normal Monster,Starter Deck: Yugi,SDY-E034,Common (C)
Sorcerous Spell Wall,Spell Card,Super Starter: Space-Time Showdown,YS14-EN021,Common (C)
Sorciere de Fleur,Effect Monster,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus promotional cards,WC11-EN002,Super Rare (SR)
Sorciere de Fleur,Effect Monster,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus promotional cards,WC11-EN002,Ultra Rare (UR)
Soul Absorption,Spell Card,Dark Revelation Volume 2,DR2-EN046,Common (C)
Soul Absorption,Spell Card,Invasion of Chaos,IOC-046,Common (C)
Soul Absorption,Spell Card,Invasion of Chaos,IOC-EN046,Common (C)
Soul Absorption,Spell Card,The Secret Forces,THSF-EN049,Super Rare (SR)
Soul Charge,Spell Card,Dragons of Legend,DRLG-EN014,Super Rare (SR)
Soul Charge,Spell Card,Dragons of Legend: The Complete Series,DLCS-EN016,Common (C)
Soul Charge,Spell Card,Dragons of Legend: Unleashed,DRL3-EN051,Ultra Rare (UR)
Soul Charge,Spell Card,Duelist Saga,DUSA-EN092,Ultra Rare (UR)
Soul Charge,Spell Card,Emperor of Darkness Structure Deck,SR01-EN033,Common (C)
Soul Charge,Spell Card,Legendary Hero Decks,LEHD-ENB20,Common (C)
Soul Charge,Spell Card,Structure Deck: Cyberse Link,SDCL-EN024,Common (C)
Soul Demolition,Trap Card,Dark Beginning 2,DB2-EN135,Common (C)
Soul Demolition,Trap Card,Legacy of Darkness,LOD-014,Common (C)
Soul Demolition,Trap Card,Legacy of Darkness,LOD-EN014,Common (C)
Soul Devouring Bamboo Sword,Spell Card,Gladiator's Assault,GLAS-EN060,Common (C)
Soul Drain,Trap Card,Astral Pack Four,AP04-EN013,Super Rare (SR)
Soul Drain,Trap Card,Return of the Duelist,REDU-EN078,Rare (R)
Soul Drain,Trap Card,The Lost Art Promotion K,LART-EN011,Ultra Rare (UR)
Soul Drain Dragon,Effect Monster,Shadow Specters,SHSP-EN013,Common (C)
Soul Exchange,Spell Card,Astral Pack Five,AP05-EN021,Common (C)
Soul Exchange,Spell Card,Battle Pack: Epic Dawn,BP01-EN041,Rare (R)
Soul Exchange,Spell Card,Battle Pack: Epic Dawn,BP01-EN041,Starfoil Rare (SFR)
Soul Exchange,Spell Card,Champion Pack: Game Four,CP04-EN012,Common (C)
Soul Exchange,Spell Card,Duel Terminal - Preview Wave 1,DTP1-EN010,Duel Terminal Normal Parallel (DNPR)
Soul Exchange,Spell Card,Duel Terminal - Preview Wave 1,DTP1-EN010,Duel Terminal Normal Parallel Rare (DNPR)
Soul Exchange,Spell Card,Duel Terminal 1,DT01-EN036,Duel Terminal Normal Parallel (DNPR)
Soul Exchange,Spell Card,Duel Terminal 1,DT01-EN036,Duel Terminal Normal Parallel Rare (DNPR)
Soul Exchange,Spell Card,Emperor of Darkness Structure Deck,SR01-EN030,Common (C)
Soul Exchange,Spell Card,Gold Series 4: Pyramids Edition,GLD4-EN035,Common (C)
Soul Exchange,Spell Card,Legendary Collection Kaiba Mega Pack,LCKC-EN038,Ultra Rare (UR)
Soul Exchange,Spell Card,Rise of the Dragon Lords Structure Deck,SDRL-EN021,Common (C)
Soul Exchange,Spell Card,Saga of Blue-Eyes White Dragon Structure Deck,SDBE-EN030,Common (C)
Soul Exchange,Spell Card,Starter Deck: Kaiba Evolution,SKE-033,Common (C)
Soul Exchange,Spell Card,Starter Deck: Kaiba Reloaded,YSKR-EN029,Common (C)
Soul Exchange,Spell Card,Starter Deck: Yugi,SDY-041,Super Rare (SR)
Soul Exchange,Spell Card,Starter Deck: Yugi,SDY-E037,Super Rare (SR)
Soul Exchange,Spell Card,Tournament Pack 7,TP7-EN010,Common (C)
Soul Hunter,Fusion Monster,Astral Pack Seven,AP07-EN021,Short Print (SP)
Soul Levy,Trap Card,Chaos Impact,CHIM-EN079,Common (C)
Soul of Fire,Spell Card,Force of the Breaker,FOTB-EN031,Super Rare (SR)
Soul of Fire,Spell Card,Force of the Breaker,FOTB-EN031,Ultimate Rare (UtR)
Soul of Purity and Light,Effect Monster,Champion Pack: Game Six,CP06-EN016,Common (C)
Soul of Purity and Light,Effect Monster,Dark Beginning 2,DB2-EN005,Common (C)
Soul of Purity and Light,Effect Monster,Labyrinth of Nightmare,LON-066,Common (C)
Soul of Purity and Light,Effect Monster,Labyrinth of Nightmare,LON-E066,Common (C)
Soul of Purity and Light,Effect Monster,Labyrinth of Nightmare,LON-EN066,Common (C)
Soul of Purity and Light,Effect Monster,Lost Sanctuary Structure Deck,SDLS-EN016,Common (C)
Soul of Silvermountain,XYZ Monster,Return of the Duelist,REDU-EN048,Super Rare (SR)
Soul of the Pure,Spell Card,Dark Beginning 2,DB2-EN086,Common (C)
Soul of the Pure,Spell Card,Tournament Pack: 2nd Season,TP2-015,Rare (R)
Soul Pendulum,Spell Card,Duel Power,DUPO-EN013,Ultra Rare (UR)
Soul Release,Spell Card,Dark Beginning 1,DB1-EN166,Common (C)
Soul Release,Spell Card,Metal Raiders,MRD-058,Common (C)
Soul Release,Spell Card,Metal Raiders,MRD-E058,Common (C)
Soul Release,Spell Card,Metal Raiders,MRD-EN058,Common (C)
Soul Release,Spell Card,Speed Duel Starter Decks: Match of the Millennium,SS04-ENA19,Common (C)
Soul Release,Spell Card,Starter Deck: Pegasus,SDP-036,Common (C)
Soul Release,Spell Card,The Dark Emperor Structure Deck,SDDE-EN021,Common (C)
Soul Release,Spell Card,The Secret Forces,THSF-EN048,Super Rare (SR)
Soul Resurrection,Trap Card,Ancient Sanctuary,AST-109,Rare (R)
Soul Resurrection,Trap Card,Dark Revelation Volume 2,DR2-EN222,Rare (R)
Soul Resurrection,Trap Card,Super Starter: Space-Time Showdown,YS14-EN037,Common (C)
Soul Resurrection,Trap Card,Warriors' Strike Structure Deck,SDWS-EN035,Common (C)
Soul Reversal,Spell Card,Ancient Sanctuary,AST-088,Common (C)
Soul Reversal,Spell Card,Dark Revelation Volume 2,DR2-EN201,Common (C)
Soul Rope,Trap Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN102,Common (C)
Soul Rope,Trap Card,Light of Destruction: Special Edition,LODT-ENSE2,Super Rare (SR)
Soul Rope,Trap Card,Structure Deck: Yugi Muto,SDMY-EN039,Common (C)
Soul Rope,Trap Card,Yugi's Legendary Decks,YGLD-ENB39,Common (C)
Soul Servant,Spell Card,Legendary Duelists: Magical Hero,LED6-EN003,Ultra Rare (UR)
Soul Strike,Trap Card,2015 Mega-Tin Mega Pack,MP15-EN247,Common (C)
Soul Strike,Trap Card,Secrets of Eternity,SECE-EN099,Common (C)
Soul Taker,Spell Card,Demo Deck 2015,DEM2-EN016,Common (C)
Soul Taker,Spell Card,Duelist League 2010 participation cards,DL09-EN016,Rare (R)
Soul Taker,Spell Card,Gladiator's Assault,GLAS-EN092,Secret Rare (ScR)
Soul Taker,Spell Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN081,Common (C)
Soul Taker,Spell Card,Starter Deck: Yugi Reloaded,YSYR-EN036,Common (C)
Soul Taker,Spell Card,Yugi's Legendary Decks,YGLD-ENB25,Common (C)
Soul Taker,Spell Card,Zombie World Structure Deck,SDZW-EN029,Common (C)
Soul Tiger,Normal Monster,Dark Revelation Volume 2,DR2-EN003,Common (C)
Soul Tiger,Normal Monster,Invasion of Chaos,IOC-003,Common (C)
Soul Tiger,Normal Monster,Invasion of Chaos,IOC-EN003,Common (C)
Soul Token,Token,,,
Soul Transition,Trap Card,Secrets of Eternity,SECE-EN078,Secret Rare (ScR)
Soul Unseal,Spell Card,,,
Soul-Absorbing Bone Tower,Effect Monster,Ancient Sanctuary,AST-011,Rare (R)
Soul-Absorbing Bone Tower,Effect Monster,Dark Revelation Volume 2,DR2-EN123,Common (C)
Soul-Absorbing Bone Tower,Effect Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN195,Common (C)
Soul-Absorbing Bone Tower,Effect Monster,Structure Deck: Zombie Madness,SD2-EN009,Common (C)
Souleater,Normal Monster,Pharaonic Guardian,PGD-003,Common (C)
Souleating Oviraptor,Effect Monster,Dinosmasher's Fury Structure Deck,SR04-EN002,Super Rare (SR)
Souls of the Forgotten,Normal Monster,Pharaoh's Servant,PSV-098,Common (C)
Souls of the Forgotten,Normal Monster,Pharaoh's Servant,PSV-E098,Common (C)
Souls of the Forgotten,Normal Monster,Pharaoh's Servant,PSV-EN098,Common (C)
Sound the Retreat!,Trap Card,Photon Shockwave,PHSW-EN077,Short Print (SP)
Soundproofed,Spell Card,Extreme Victory,EXVC-EN060,Rare (R)
Space Cyclone,Spell Card,Photon Shockwave,PHSW-EN061,Common (C)
Space Dragster,Trap Card,Invasion: Vengeance,INOV-EN000,Rare (R)
Space Dragster,Trap Card,Invasion: Vengeance Sneak Peek Participation Card,INOV-ENSP1,Ultra Rare (UR)
Space Gift,Spell Card,Legendary Collection 2: The Duel Academy Years Mega Pack,LCGX-EN104,Common (C)
Space Gift,Spell Card,Light of Destruction,LODT-EN046,Common (C)
Space Gift,Spell Card,OTS Tournament Pack 8,OP08-EN010,Super Rare (SR)
Space Gift,Spell Card,OTS Tournament Pack 8 (POR),OP08-PT010,Super Rare (SR)
Space Insulator,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN020,Rare (R)
Space Insulator,Link Monster,Flames of Destruction,FLOD-EN037,Common (C)
Space Mambo,Normal Monster,Dark Revelation Volume 3,DR3-EN121,Common (C)
Space Mambo,Normal Monster,Demo Deck 2015,DEM2-EN010,Common (C)
Space Mambo,Normal Monster,Flaming Eternity,FET-EN001,Common (C)
